"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"South Asia","SAS","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","1644221.125","1685616.25","1744326","1820062.375","1836296.375","1921819.875","1952890.875","2034695.75","2010432.875","2040025","2082398.875","2161499.5","2222181.5","2347892.5","2457766","2506159","2604801.75","2609770.75","2709758.25","2854949.5","2915967","3000499","3100150.75","3235585.25","3350892.25","3420106","3484783.25","3548517.5","3572054.5","3649127.25","3745874.5","3730586.5","3773731.75","4049046.5","4171743.25","4296234","4397423","4539208.5","4697881","4835665","5012080","5198444","5277092","5681713.5","5742524.5","5768593","5953817.5","5845187","5567726","5835546","6109083.5","6155550","6164135","6334677.5","",
"Saudi Arabia","SAU","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","42556","","","","","","","","","","","","","","","","","","","","","","","","","","273288","","282697","298644","284750","297737","304041","315626","344836","347349","320731","286923","264175","238784","231117","248318","239942","234751","","",
"Sudan","SDN","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","5813","6124","6159","7300","7432","7577","7980","8186","8630","9178","9175","10586","11378","12934","12298","12559","12028","11985","12843","11859","13394","12307","12693","13394","13483","15045","16567","18373","21277","21755","22813","24484","27951","32005","34656","38241","45957","44416","47685","50369","53949","56284","57232","59780","61620","","","","64577","66447","67548","72281","72008","",
"Singapore","SGP","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","12259","11965","10858","11135","10985","10777","10597","10345","10347","10492","9463","9505","10286","9921","10657","10363","10264","10199","9962","9998","10006","9843","10188","10711","10553","10356","10618","","","","","","","","","","","14242","14850","16171","","","","","14683","14914","15734","15969","16294","16545","16725","16925","16793","","",
"Solomon Islands","SLB","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","885","1060","1088","1088","974","1071","1060","1069","1010","1065","1148","1171","1199","1390","1536","1496","1849","","","","2457","2388","2490","2357","2514","","","2850","","3014","","","","","","","","","","","4789","5022","5097","4880","5019","4051","4262","4205","4149","4348","","","","5562","",
"Sierra Leone","SLE","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","5142","5599","","","5993","6373","6790","7088","","9056","9528","10025","10451","11311","12215","10837","","13640","13120","11280","10850","","","","","","","","","","14875","","","","","","","","","","38125","37957","37317","","40303","37837","37703","49768","47738","46677","43747","48414","46007","",
"El Salvador","SLV","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22331","22649","24179","25813","27098","30474","31077","","30755","","","","24967.4609375","25164.90234375","23987","24642","","","","","22803.375","",
"San Marino","SMR","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","89","97","99","99","107","116","117","132","132","132","145","160","164","165","171","158","171","184","189","199","208","218","221","219","","217","221","","","233","","","","228","","","","248","252","244","244","251","238","227","233","","","245","243","252","244","243","247","",
"Somalia","SOM","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","981","1133","1539","1789","","3481","6540","8392","8141","8693","","","","","","","","","","","","","","","","","","","","","","","","","","","12870","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17477","17469","17449","17314","18648","18511","19014","18126","18318","18771","18829","18664","18754","18851","18501","18616","","",
"Sub-Saharan Africa (excluding high income)","SSA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","722633.875","754371.8125","793518.375","831961.0625","890644.4375","932305.25","969532","1040860.125","1166030.625","1278223.375","1337082.875","1418463","1497277.625","1555365.875","1586611.375","1580645.625","1581482.25","1584241.375","1627587.25","1750499.25","1739871.75","1812421.375","1858330","1905063","1898124.625","1938244.25","1937361","1964499.125","2027532.125","2092478.875","2142259","2235210","2313989","2486156","2597715","2725499.75","2807148.75","2872846.5","3022991.75","3162768.25","3364576","3571981","3586571.25","4036638.25","4228912","4345799","4498588.5","4687056.5","4881233.5","4865740","4892546","5061653.5","5151651","","",
"South Sudan","SSD","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29073","","","","27248","","","","","","","","","",
"Sub-Saharan Africa","SSF","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","723014.875","754764.8125","793927.375","832382.0625","891060.4375","932733.25","969967","1041289.5","1166457.625","1278628.375","1337481.375","1418876.25","1497703.875","1555797.625","1587042.75","1581089.5","1581947.5","1584707.875","1628059.75","1750992.375","1740388.875","1812955.75","1858867.125","1905611","1898712.625","1938828.25","1937938","1965132.125","2028188.125","2093160.875","2142943","2235922","2314682","2486831","2598374","2726170.75","2807840.75","2873557.5","3023661.75","3163392.25","3365267","3572637","3587264.25","4037299.25","4229574","4346453","4499232.5","4687700.5","4881872.5","4866376","4893169","5062242.5","5152260","","",
"Small states","SST","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","82612.2578125","84742.7578125","88808.546875","89532.0546875","91809.0234375","93627.8359375","95908.390625","99347.65625","101744.296875","103000.984375","106420.34375","108954.7890625","111848.78125","116983.3125","118104.4296875","119174.6953125","121757.0546875","123909.03125","127637.5","130214.3203125","130311.71875","133622.390625","136454.34375","139999.4375","142969.1875","145833.03125","147970.546875","150204.625","154115.640625","153643.25","157046.265625","159514.5","163494.84375","168272.828125","170603.4375","174891.671875","178513.671875","182751.046875","185938.765625","191373.390625","195959.421875","198169.890625","203211.109375","205562.515625","206310.453125","210185.3125","214786","219698.765625","221221.46875","227300.90625","230458.765625","232856.328125","236421.78125","239609.65625","",
"Sao Tome and Principe","STP","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","271","301","","","","422","","527","","577","588","617","628","538","517","","574","616","","559","","","","","","638","","","660","","","881","","929","990","","","","1291","668","1183","1183","1107","1054","917","1132","1193","1274","1231","","","","","",
"Suriname","SUR","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","2487","2729","2870","3089","3005","2552","3016","3077","3068","3476","2803","2793","2966","2971","2809","3010","2705","2680","2921","2733","2686","2982","3695","","","","","","","","3253","3291","","","3520","4136","4913","4354","4620","4749","4880","5019","5114","5263","5392","5366","5152","5053","5257","5260","5066","","1403","",
"Slovak Republic","SVK","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15859","15433","15394","","","16798","16869","17602","15235","14877","14680","14420","13849","13684","15022","13529","13856","13938","13875","14011","14050","14030","14182","14447","14507","14624","14949","14949","14857","18690","","",
"Slovenia","SVN","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5935","6513","6780","7201","","6970","6481","","6647","6883","6884","6185","6156","6141","6111","6152","6243","6281","6401","6434","6468","6666","6836","8663","","","","","","","","",
"Sweden","SWE","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","30800","32700","38000","39833","42958","34185","","","","","","","","","","","","","","","","","64363","61635","61170","59402","58365","59929","61920","65528","68949","68531","69256","68325","65516","62897","61310","61220","61393","60396","62429","62442","62105","63467","65459","66918","70389","69249","70395","70956","70777","71262","","",
"Eswatini","SWZ","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","1706","1895","2015","2112","2220","2363","2513","2672","2853","3016","3278","3586","3769","3922","4039","4107","4290","4462","4665","4890","5083","5347","5504","5696","5887","5917","5975","6094","6195","6425","6842","6451","6727","6680","6758","6741","6906","7169","","7310","7463","7862","8239","8507","8577","8752","8764","8928","9006","9139","","","","8880","",
"Sint Maarten (Dutch part)","SXM","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","318","","","","","","","","","","","387","",
"Seychelles","SYC","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","381","393","409","421","416","428","435","","427","405","","","","","","","","","","","","","","548","588","584","577","633","656","682","684","712","693","675","659","671","692","711","670","624","691","656","693","661","662","654","644","644","639","636","623","589","609","692","",
"Syrian Arab Republic","SYR","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","25134","27922","30356","31565","34995","37621","40218","42387","46132","50327","55346","59110","62959","67057","71122","78388","85583","83722","85598","90272","97811","102617","106164","110580","113384","113530","114689","117593","109838","111983","117540","114676","","","","","","","","","","","","","","","","","","","","","146383","",
"Turks and Caicos Islands","TCA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","106","90","","","94","83","83","80","","","","","","","","","","","","","","","","","","","90","","99","","123","119","119","","","","","","","","","","","285","","","","208","","281","230.25","254","266","",
"Chad","TCD","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","2824","2788","","","","","","","","","","","","","4494","4779","","","6215","7327","7980","9126","","8905","8826","9395","10151","11641","12373","13313","13819","15971","16142","18510","19989","20670","21933","24514","27388","27764","30813","34125","37336","43490","40872","38905","39611","43805","44691","","48394","49875","51345","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","4763552","4927484","5454046.5","5785879.5","6109143.5","6412183","6717590.5","6728460","6751658.5","6816516.5","7079588","7295007.5","7486313","7564157.5","7607302.5","7648473.5","7716876.5","7806337","7881527.5","7978810","8059693.5","8081394.5","8053598","8078647","8123404","8214531","8311574.5","8412449","8517307","8558044","8533775","8590457","8455143","8709317","9064592","9005255","9035047","9221807","9074521","9197425","9268413","9263949","9287641","9494809","9461116","9635965","9896236","9698365","9779164","10041837","10231426","10409050","10437457","10450810","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","1187991.625","1215252","1239262.875","1261730.375","1285104.75","1310405.5","1334806.125","1374232.5","1410283.625","1433321.125","1466273.5","1497136.125","1543328.125","1586232.25","1607736.875","1605065","1625735","1606623.375","1594372.25","1559597.5","1520123.5","1502153.875","1467848.25","1422132.75","1489509.5","1433472","1412001","1414402.625","1415826.375","1401196.625","1396338.5","1392878.25","1398898","1364968.125","1384888.125","1424402.375","1441186.25","1445329.375","1540274.375","1510318.5","1418841.5","1425986.25","1428604.5","1425225.25","",
"Togo","TGO","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","3909","4271","4881","5238","5627","6080","6528","7251","8264","8920","9201","9619","10214","10145","10225","10049","10168","10217","10426","10739","11105","10230","","12487","13892","16217","18535","19512","23107","24424","27523","27770","27504","25198","29668","28003","26103","25538","28153","31712","31743","32825","34375","34354","33891","36194","37985","38582","40626","41685","42250","41132","38768","",
"Thailand","THA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","162512","","","212114","217015","239128","225387","240844","","","","","357800","367483","371341","","356844","349210","346364","345016","314684","343063","341122","320124","","316566","","316645","297588","293391","315565","326272","","","","319916","321930","347959","","316552","319568","307446","","336676","300968","303969","293265","","378131","412997","326752","338545","320912","",
"Tajikistan","TJK","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23807","24691","24977","25664","25968","27224","28015","30125","31402","31672","31216","31423","31080","32078","32498","31017","31482","30530","29523","27087","28730","28799","29300","29627","30649","32377","34575","","","38907","40450","40599","40467","",
"Turkmenistan","TKM","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21699","22695","23350","23793","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","1269160.625","1330468.875","1371633.25","1417602.5","1460109.625","1482553.125","1504179.25","1565293.625","1619147","1713056.25","1757600.375","1802430.875","1873335.75","1907150.5","1981964.25","2017245.375","2066846","2114570.75","2193677.5","2209855","2297460.5","2279501.75","2345273","2403241.75","2472869.25","2523294.75","2579469.25","2630972","2620711.25","2617837.5","2669447.5","2762154.5","2816185.75","2836771.75","2835691.5","2858671.5","2833548.75","2790114.5","2814754.75","2828964","2841684.5","2867570.75","2903500.75","2958719","2966544.75","2967180.25","2966084.75","2978458.25","2997786","3001801.75","2984523.75","2977253.75","3037381","3081020.25","",
"Timor-Leste","TLS","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2991","3901","3926","3618","","","","","7331","7622","7714","","","","","","8057.723925","7898.257635","7749.491181","7898.66992700131","","","7144","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","437248.4375","457013.5","476635.78125","489188.1875","526975.25","557897.0625","603751.375","649012.875","652261.6875","666933.25","724964.25","749164.875","805771.25","947029.1875","996488.5625","1048774.625","1092560.25","1086230","1124660.25","1292912","1215599.125","1272722.125","1286879.5","1334154.625","1359354","1375677.25","1389233.375","1452341.5","1462865.25","1489853.125","1520130.875","1558060.125","1571747.25","1559636","1573172","1606350.875","1630619.125","1634621.125","1645153.5","1646586.125","1648764.5","1713991.375","1846029.375","1885536.5","1924904","1953351.375","1976914.125","1988924.75","2052244.375","2126311.25","2078978.5","2095527.25","2040141.875","2060633.75","",
"Tonga","TON","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","658","648","642","641","668","688","767","","761","818","781","695","793","832","810","744","758","772","","","689","714","784","754","701","784","804","792","752","803","754","823","773","824","843","839","760","665","665","680","677","706","816","670","782","785","","","781","812","779","810","808","816","",
"South Asia (IDA & IBRD)","TSA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","1644221.125","1685616.25","1744326","1820062.375","1836296.375","1921819.875","1952890.875","2034695.75","2010432.875","2040025","2082398.875","2161499.5","2222181.5","2347892.5","2457766","2506159","2604801.75","2609770.75","2709758.25","2854949.5","2915967","3000499","3100150.75","3235585.25","3350892.25","3420106","3484783.25","3548517.5","3572054.5","3649127.25","3745874.5","3730586.5","3773731.75","4049046.5","4171743.25","4296234","4397423","4539208.5","4697881","4835665","5012080","5198444","5277092","5681713.5","5742524.5","5768593","5953817.5","5845187","5567726","5835546","6109083.5","6155550","6164135","6334677.5","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","723014.875","754764.8125","793927.375","832382.0625","891060.4375","932733.25","969967","1041289.5","1166457.625","1278628.375","1337481.375","1418876.25","1497703.875","1555797.625","1587042.75","1581089.5","1581947.5","1584707.875","1628059.75","1750992.375","1740388.875","1812955.75","1858867.125","1905611","1898712.625","1938828.25","1937938","1965132.125","2028188.125","2093160.875","2142943","2235922","2314682","2486831","2598374","2726170.75","2807840.75","2873557.5","3023661.75","3163392.25","3365267","3572637","3587264.25","4037299.25","4229574","4346453","4499232.5","4687700.5","4881872.5","4866376","4893169","5062242.5","5152260","","",
"Trinidad and Tobago","TTO","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","6548","6741","6704","6701","6566","6471","6474","6363","6130","6443","7002","7298","7522","7346","7593","7627","7685","7686","7545","","7473","7512","7647","7210","","7296","7311","","8074","8122","7866","7210","7623","7839","7839","","8171","7628","7447","","","","","","","","","","","7532","7889","7341","8219","",
"Tunisia","TUN","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","19712","","20364","","22225","23320","23983","25149","25593","26487","27375","28764","30411","33347","36610","40887","41223","43490","44208","46366","50609","54013","55013","56154","58738","59887","60101","60220","60470","60912","60541","60556","59297","59610","59252","59265","58879","59977","60374","60186","59242","61031","61002","65835","70577","70399","70630","71228","","75548","78774","81795","84596","",
"Turkiye","TUR","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","132577","141219","158299","156476","160271","171032","182314","184123","187027","","212456","212795","211461","208891","209395","212717","216859","220943","220947","224672","225852","234961","235721","237943","233073","","","","","","","","","","","","","","","","","319369","282043","288444","295252","302961","292878","297176","300732","309247","306937","310477","","",
"Tuvalu","TUV","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","72","77","78","77","75","73","","","","","","","","","","","117","77","","85","106","","137","99","96","",
"Tanzania","TZA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","18313","20094","22360","24168","25688","29735","39245","45330","64822","77329","","81659","88370","89819","91359","92586","94928","95503","95989","98392","96850","98174","101306","101816","103900","105280","108874","109936","106329","104006","","106142","112860","115340","121548","135013","151882","156664","164668","157185","165856","180987","180987","189487","190957","197420","206829","197563","199705","196437","194736","197919","201672","207323","",
"Uganda","UGA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","21471","22864","24032","25394","26339","28681","29765","32554","34213","36442","38422","40489","44426","49206","57078","61424","73141","72970","75561","81418","84149","78259","86821","91905","84043","82745","81564","89247","99237","109733","110366","127038","139484","145703","147291","139641","150135","152086","159516","168376","172403","169503","170652","185548","191217","192566","202617","207238","","","","","","","",
"Ukraine","UKR","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119611","","130600","133600","","","111369","112125","107414","104541","105430","105180","102581","99515","104028","102408","100859","99482","98310","98371","98740","98491","99376","","124073","125349","126535","129163","108283","111734","116084","","106216","",
"Upper middle income","UMC","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","6200334","6428339.5","6989450.5","7374610","7760365.5","8102590.5","8454045","8542521","8591861","8767855","9118441","9407786","9688483","9893865","10021470","10104204","10217646","10319253","10473213","10669486","10848564","10864442","10886185","10956864","11053833","11175245","11272995","11347179","11425393","11470369","11487003","11621444","11550974","11794902","12117302","12117197","12118827","12268057","12137990","12202896","12291614","12255463","12281524","12571185","12551886","12744698","12975990","12809522","12934710","13231403","13385614","13570238","13674379","13677229","",
"Uruguay","URY","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","12009","12563","13724","13908","14434","13572","13788","13685","13821","13698","14768","18017","16821","17036","15021","14193","16212","","15188","15827","15827","15747","16378","16991","15793","16991","16868","16869","17724","17929","17384","17307","17235","17547","17834","18139","18600","23175","23555","24931","24785","25575","15940","27343","28060","26943","27832","27616","27762","25054","26181","20537","19528","","",
"United States","USA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","1415000","1414000","1425000","","","","","","","1427387","1442913","1473053","1499697","","1575104","","","","","","","","","","","","","","","","1687937","1714415","1757073.375","1769451","1752938.875","1696753","1694633.5","1762360","1774348.25","","",
"Uzbekistan","UZB","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","57700","","","","","66900","","","68400","71000","77139","82360","87661","91604","94608","106105","111445","119328","122902","121340","119612","120580","119151","121671","119473","117482","118676","117652","116603","110962","124685","130630","126651","112240","112159","110677","113072","115554","118835","121986","122587","119485","121023","",
"St. Vincent and the Grenadines","VCT","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","1765","","","","1210","","","","","","1184","","","","","1258","","","","1119","","","1053","","","","1007","1004","1032","1004","1049","1061","1018","","","933","916","879","810","819","877","890","856","897","908","905","917","905","931","952","972","993","",
"Venezuela, RB","VEN","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","50822","54044","56386","58457","63198","69466","74895","79899","82226","88493","92551","97045","100681","100078","104095","108125","112157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283420","",
"British Virgin Islands","VGB","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","94","94","94","","100","113","","","98","","109","","121","117","","","","","","123","126","151","","166","169","","","","153","164","167","168","201","203","194","194","215","","232","242","263","278","284","279","286","314","287","247","268","286","300","285","","",
"Virgin Islands (U.S.)","VIR","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","462","693","","","1023","1111","1117","","","","","1120","","","","1055","","","","","1010","","1025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","204998","217064","227984","211970","217493","204104","","","","226836","235791","242388","247856","251127","251052","252413","259000","267800","278000","288173","298856","311500","324545","336792","340871","347833","354624","358606","362627","360624","353608","344547","344853","345505","347840","359039","366045","381432","386953","392403","396843","397098","396600","390754","377876","384737","381976","379191","",
"Vanuatu","VUT","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","778","782","790","731","814","","","839","991","","986","1076","","934","","","","","","970","","869","852","","","","","","1190","1421","1582","1537","1614","1814","1947","","","1592","","","1931","","","1936","","1729","","","","1928","","2080","2152","2186","",
"World","WLD","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","14293328","14603070","15299401","15821896","16262362","16720806","17129556","17395206","17572448","17874568","18493854","18932218","19424912","19840386","20147070","20326866","20620338","20779346","21178286","21790658","22003128","22276864","22536862","22925076","23283874","23561020","23875572","24201426","24384718","24628232","24904186","25217170","25282474","25992308","26712748","26978670","27200248","27624974","27873596","28260862","28755486","29271686","29531244","30661974","30987316","31427896","32151770","32103748","32232476","32775536","33154202","33657360","33829264","34253252","",
"Samoa","WSM","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","1051","937","1137","1011","","1216","1322","1346","1471","1458","1438","1288","1460","1502","","","1511","","","","","","","","","1475","1479","","","1137","1167","1166","1121","","","","","920","","936","1021","","","","","","","","","","","","1459","1558","",
"Kosovo","XKX","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102941","","","","","","","","","","","111227","120339","121805.2265625","","","","144824","","","","","","","","",
"South Africa","ZAF","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","","","","","146753","145434","153624","","","","","","","","","","","","270365","","","213890","224896","","181668","","220813","213300","190595","211600","211198","209442","232999","219582","220308","221065","212296","","213440","212657","220544","219579","249103","","","","","","","","","",
"Zambia","ZMB","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","14852","14708","16491","16920","17881","18096","19089","19441","19868","22470","21455","22258","23431","25697","27080","27302","30189","30534","32348","","33200","","","","36697","38528","39716","","35386","30369","31870","33850","36008","","42043","45554","46988","50409","53703","","54716","54243","63697","64139","78395","75236","73949","78099","78854","80919","83160","","","","",
"Zimbabwe","ZWE","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","","","","19338","20540","21202","21792","22214","22555","18483","28118","37773","45467","52502","54086","56067","58257","57120","57762","58362","59154","58436","60834","61506","","63475","63718","63900","66583","59973","66440","66529","60869","61251","","","","","","","","","74355","73148","74129","75072","72410","71242","72512","75183","75960","80175","83734","","",
